InstrVideoKR.keys,InstrVideoKR.rt,CravingKR.keys,CravingKR.corr,CravingKR.rt,ResistKR.keys,ResistKR.corr,ResistKR.rt,StressKR.keys,StressKR.corr,StressKR.rt,VideoGLoop.thisRepN,VideoGLoop.thisTrialN,VideoGLoop.thisN,VideoGLoop.thisIndex,VideoGLoop.ran,Video,email,date,expName,psychopyVersion,OS,frameRate,DebutTache2KR.keys,DebutTache2KR.rt,Choice1.keys,Choice1.rt,Transition,Choice2.keys,Choice2.rt,Reward,Task2.thisRepN,Task2.thisTrialN,Task2.thisN,Task2.thisIndex,Task2.ran,Ntrial,Walk21,PChoice21,Walk22,PChoice22,Walk23,PChoice23,Walk24,PChoice24,FinTache2KR.keys,FinTache2KR.rt,FinSession2KR.keys,FinSession2KR.rt
space,3.019915,1,0,5.10536,8,0,11.33593,2,0,4.271045,0,0,0,1,1,VG2.mp4,,2021-04-17_12h00.53.010,MarkovTaskGamblingJ2,2020.2.6,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,0,1,1,8,1,VG9.mp4,,2021-04-17_12h00.53.010,MarkovTaskGamblingJ2,2020.2.6,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,0,2,2,0,1,VG1.mp4,,2021-04-17_12h00.53.010,MarkovTaskGamblingJ2,2020.2.6,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,0,3,3,2,1,VG3.mp4,,2021-04-17_12h00.53.010,MarkovTaskGamblingJ2,2020.2.6,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,0,4,4,9,1,VG10.mp4,,2021-04-17_12h00.53.010,MarkovTaskGamblingJ2,2020.2.6,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,0,5,5,5,1,VG6.mp4,,2021-04-17_12h00.53.010,MarkovTaskGamblingJ2,2020.2.6,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,0,6,6,3,1,VG4.mp4,,2021-04-17_12h00.53.010,MarkovTaskGamblingJ2,2020.2.6,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,0,7,7,7,1,VG8.mp4,,2021-04-17_12h00.53.010,MarkovTaskGamblingJ2,2020.2.6,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,0,8,8,4,1,VG5.mp4,,2021-04-17_12h00.53.010,MarkovTaskGamblingJ2,2020.2.6,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,0,9,9,6,1,VG7.mp4,,2021-04-17_12h00.53.010,MarkovTaskGamblingJ2,2020.2.6,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,0,3.40633,8,0,4.096435,2,0,2.4662,,,,,,,,2021-04-17_12h00.53.010,MarkovTaskGamblingJ2,2020.2.6,Win32,60,space,7.45954,e,0.767275,0,i,0.774965,1,0,0,0,178,1,179,-0.02,0.44,-0.01,0.67,-0.01,0.41,-0.01,0.3,,,,
,,,,,,,,,,,,,,,,,,2021-04-17_12h00.53.010,MarkovTaskGamblingJ2,2020.2.6,Win32,60,,,i,0.41776,1,i,0.843805,0,0,1,1,106,1,107,-0.01,0.64,-0.02,0.71,0,0.39,-0.02,0.41,,,,
,,,,,,,,,,,,,,,,,,2021-04-17_12h00.53.010,MarkovTaskGamblingJ2,2020.2.6,Win32,60,,,e,0.350705,1,e,0.61917,1,0,2,2,118,1,119,0.04,0.69,0.02,0.68,0.08,0.43,-0.03,0.27,,,,
,,,,,,,,,,,,,,,,,,2021-04-17_12h00.53.010,MarkovTaskGamblingJ2,2020.2.6,Win32,60,,,e,0.53576,1,e,1.110655,0,0,3,3,89,1,90,-0.04,0.65,0,0.56,0,0.35,0.04,0.49,,,,
,,,,,,,,,,,,,,,,,,2021-04-17_12h00.53.010,MarkovTaskGamblingJ2,2020.2.6,Win32,60,,,e,0.310825,1,e,1.101295,0,0,4,4,163,1,164,-0.03,0.63,0,0.69,-0.03,0.48,-0.03,0.33,,,,
,,,,,,,,,,,,,,,,,,2021-04-17_12h00.53.010,MarkovTaskGamblingJ2,2020.2.6,Win32,60,,,i,0.466395,1,i,1.34995,0,0,5,5,2,1,3,0.05,0.6,0.03,0.51,0.01,0.53,0.01,0.53,,,,
,,,,,,,,,,,,,,,,,,2021-04-17_12h00.53.010,MarkovTaskGamblingJ2,2020.2.6,Win32,60,,,i,0.284675,1,i,1.551395,0,0,6,6,119,1,120,0,0.69,0.03,0.71,0,0.43,0,0.27,,,,
,,,,,,,,,,,,,,,,,,2021-04-17_12h00.53.010,MarkovTaskGamblingJ2,2020.2.6,Win32,60,,,i,0.766905,0,i,0.88868,0,0,7,7,112,1,113,0.01,0.65,-0.05,0.58,0.01,0.35,0.01,0.4,,,,
,,,,,,,,,,,,,,,,,,2021-04-17_12h00.53.010,MarkovTaskGamblingJ2,2020.2.6,Win32,60,,,e,0.367195,1,e,0.990675,0,0,8,8,181,1,182,0,0.4,0.01,0.7,-0.03,0.37,0.01,0.28,,,,
,,,,,,,,,,,,,,,,,,2021-04-17_12h00.53.010,MarkovTaskGamblingJ2,2020.2.6,Win32,60,,,e,0.642005,0,e,2.0158,0,0,9,9,103,1,104,-0.01,0.65,0.04,0.7,-0.02,0.35,-0.05,0.43,,,,
,,,,,,,,,,,,,,,,,,2021-04-17_12h00.53.010,MarkovTaskGamblingJ2,2020.2.6,Win32,60,,,i,0.33597,1,i,0.86926,1,0,10,10,95,1,96,0.03,0.63,-0.02,0.52,-0.01,0.27,0.05,0.55,,,,
,,,,,,,,,,,,,,,,,,2021-04-17_12h00.53.010,MarkovTaskGamblingJ2,2020.2.6,Win32,60,,,i,0.34177,1,i,0.368385,0,0,11,11,121,1,122,-0.02,0.69,0,0.69,0.01,0.4,0.03,0.31,,,,
,,,,,,,,,,,,,,,,,,2021-04-17_12h00.53.010,MarkovTaskGamblingJ2,2020.2.6,Win32,60,,,i,0.325205,0,i,0.708965,0,0,12,12,107,1,108,-0.01,0.63,-0.04,0.67,-0.03,0.36,0,0.41,,,,
,,,,,,,,,,,,,,,,,,2021-04-17_12h00.53.010,MarkovTaskGamblingJ2,2020.2.6,Win32,60,,,e,0.26967,1,e,0.36715,1,0,13,13,134,1,135,0.02,0.73,0,0.72,-0.03,0.43,-0.01,0.29,,,,
,,,,,,,,,,,,,,,,,,2021-04-17_12h00.53.010,MarkovTaskGamblingJ2,2020.2.6,Win32,60,,,e,0.356845,1,e,0.368065,0,0,14,14,149,1,150,-0.02,0.56,0.04,0.69,-0.02,0.51,-0.01,0.26,,,,
,,,,,,,,,,,,,,,,,,2021-04-17_12h00.53.010,MarkovTaskGamblingJ2,2020.2.6,Win32,60,,,i,0.26242,1,i,0.44983,1,0,15,15,25,1,26,-0.02,0.73,0.02,0.63,0.04,0.61,0,0.71,,,,
,,,,,,,,,,,,,,,,,,2021-04-17_12h00.53.010,MarkovTaskGamblingJ2,2020.2.6,Win32,60,,,i,0.400335,1,e,0.42841,1,0,16,16,150,1,151,0.05,0.61,0.01,0.7,-0.01,0.5,-0.01,0.25,,,,
,,,,,,,,,,,,,,,,,,2021-04-17_12h00.53.010,MarkovTaskGamblingJ2,2020.2.6,Win32,60,,,i,0.33499,1,i,0.38588,1,0,17,17,84,1,85,0.05,0.74,-0.01,0.49,0.01,0.34,-0.01,0.46,,,,
,,,,,,,,,,,,,,,,,,2021-04-17_12h00.53.010,MarkovTaskGamblingJ2,2020.2.6,Win32,60,,,i,0.35201,0,i,0.507875,1,0,18,18,59,1,60,0.01,0.61,0,0.55,-0.03,0.51,0,0.49,,,,
,,,,,,,,,,,,,,,,,,2021-04-17_12h00.53.010,MarkovTaskGamblingJ2,2020.2.6,Win32,60,,,i,0.327985,1,i,0.360425,1,0,19,19,14,1,15,-0.02,0.65,-0.01,0.66,-0.02,0.6,-0.01,0.7,,,,
